,Exp_num,Unnamed: 0,gravity_max_x,gravity_max_y,gravity_max_z,rotationRate_max_x,rotationRate_max_y,rotationRate_max_z,userAcceleration_max_x,userAcceleration_max_y,userAcceleration_max_z,Activity,Sub_Num,gravity_sum_x,gravity_sum_y,gravity_sum_z,rotationRate_sum_x,rotationRate_sum_y,rotationRate_sum_z,userAcceleration_sum_x,userAcceleration_sum_y,gravity_min_x,gravity_min_y,gravity_min_z,rotationRate_min_x,rotationRate_min_y,rotationRate_min_z,userAcceleration_min_x,userAcceleration_min_y,userAcceleration_min_z,gravity_sumSS_x,gravity_sumSS_y,gravity_sumSS_z,rotationRate_sumSS_x,rotationRate_sumSS_y,rotationRate_sumSS_z,userAcceleration_sumSS_x,userAcceleration_sumSS_y,userAcceleration_sumSS_z,gravity_std_x,gravity_std_y,gravity_std_z,rotationRate_std_x,rotationRate_std_y,rotationRate_std_z,userAcceleration_std_x,userAcceleration_std_y,Sub_Num,Unnamed: 0,gravity_skew_x,gravity_skew_y,gravity_skew_z,rotationRate_skew_x,rotationRate_skew_y,rotationRate_skew_z,userAcceleration_skew_x
1693,20504,1999,0.203488,0.999895,0.240036,5.263299,4.426788,1.952405,0.991732,2.31284,0.803193,5,15,-0.13131338,0.8896609,-0.254350315,-0.035232485,0.470870908,0.03556827,-0.024795087,0.045183975,-0.519036,0.549415,-0.706695,-3.667746,-5.353899,-1.570978,-0.984477,-1.435085,-1.782078,0.021741026,0.903038766,0.080105789,2.592113047,1.169489249,0.13771147,0.018846971,0.071016364,0.032919899,0.148802171,0.123605149,0.299057709,2.043752762,1.501406426,0.619152604,0.250315481,0.422522833,0,0,0.173265699,-1.09582614,0.049291056,0.851599175,-0.695229689,0.044653556,-0.71880468
1694,20505,2399,0.14301,0.999948,0.199731,5.710901,4.605856,1.688951,0.689446,1.718706,0.995253,5,15,-0.160919085,0.860581648,-0.326868535,-0.039344658,0.413544572,-0.059206903,0.00311122,0.048415832,-0.449408,0.486483,-0.761024,-2.767705,-4.885018,-2.081137,-0.850617,-0.626927,-1.148401,0.019105024,0.863045216,0.116419881,2.827942251,0.969137808,0.139931071,0.013911617,0.052240274,0.032368899,0.140147897,0.149211341,0.291629952,2.060958005,1.425860705,0.613353751,0.230078604,0.357899734,0,0,-0.147225539,-0.846138984,0.132008622,0.82033069,-0.369003102,-0.351798309,-0.873059398
1695,20506,2799,0.286993,0.999628,0.277705,4.221227,4.713666,1.447545,1.159297,1.182803,0.668931,5,15,-0.082381557,0.914685803,-0.192262623,0.130434593,0.391647868,-0.04889358,-0.033296827,0.02684375,-0.450205,0.600901,-0.687058,-2.390087,-4.308354,-2.013143,-0.856978,-0.64926,-0.836684,0.009757587,0.932875908,0.056707581,1.896415906,0.929705832,0.139335998,0.007976553,0.047099012,0.032089334,0.148979027,0.102228067,0.295330934,1.812589128,1.282675032,0.618371905,0.19033082,0.290544105,0,0,0.075822543,-1.360310823,-0.088020822,0.658565933,-0.246159286,-0.393370684,-0.180390678
1696,20507,3199,0.34129,0.999869,0.269888,4.059393,3.885258,1.552128,0.690611,1.514626,1.729611,5,15,-0.00932178,0.926305835,-0.188735003,-0.0278651,0.525587727,-0.025003552,-0.003338893,0.030933827,-0.301462,0.649248,-0.76051,-2.684118,-4.193039,-2.574376,-0.891062,-0.702964,-0.855824,0.005972498,0.936404589,0.047134253,1.424855492,1.011732071,0.081799648,0.008672548,0.035837169,0.025433182,0.137680314,0.09131639,0.281406159,1.601622774,1.294511829,0.606984574,0.164710346,0.307128015,0,0,0.49167996,-1.535020789,-0.270025816,0.705236932,-0.231322263,-0.496205821,-0.418261246
1697,20600,399,0.421407,0.985304,0.289058,4.718658,5.700556,1.989251,1.202213,1.740301,0.92097,5,2,0.189171665,0.871170393,-0.256155387,-0.00161214,0.438724265,-0.119846037,0.02952877,0.045802408,-0.096781,0.555963,-0.828314,-2.45245,-4.295184,-2.543646,-1.057585,-0.757825,-1.037827,0.041802458,0.852722042,0.075063698,1.841934574,1.408963791,0.126199579,0.025592163,0.056926227,0.052095287,0.096255282,0.114196665,0.343077051,1.680961832,1.888696657,0.615695562,0.250424508,0.354858163,0,0,-0.794434514,-0.961431168,-0.068795055,0.767103039,0.083170108,0.228568262,-0.492626743
1698,20601,799,0.442755,0.970032,0.248439,4.582082,5.048665,1.599519,0.719906,1.70252,0.922831,5,2,0.292335705,0.848807683,-0.226521,0.147553703,0.374703818,-0.13986763,-0.037309525,0.076137637,0.081813,0.552959,-0.826305,-2.221105,-4.002324,-2.039737,-1.173168,-0.726859,-1.52914,0.093130604,0.835344917,0.044946022,1.733470938,1.311547722,0.117562725,0.026712649,0.04677731,0.051610454,0.079650801,0.118558775,0.350292328,1.640543266,1.763000778,0.578017056,0.243605014,0.328904436,0,0,-0.794334758,-1.071784232,-0.309082537,0.626618748,0.081427501,0.258913357,-0.68269779
1699,20602,1199,0.417852,0.981163,0.300976,4.730211,4.765117,1.871605,1.061696,1.926046,0.927887,5,2,0.197640095,0.85948181,-0.270823002,0.187300163,0.241462055,-0.099531865,0.021743567,0.03843043,-0.084122,0.553184,-0.831809,-2.201549,-3.700333,-1.906142,-0.723791,-0.456928,-1.259638,0.04948534,0.831861974,0.074844921,2.012925373,1.358404079,0.09683393,0.021652696,0.061862202,0.048325904,0.113171403,0.121547835,0.348817985,1.78976177,1.768159279,0.58850926,0.240419665,0.336729567,0,0,-0.715517485,-0.943553826,-0.097953285,0.639293979,-0.048063156,0.385009286,-0.070489028
1700,20603,1599,0.442153,0.954198,0.249026,3.925946,5.243811,1.67903,1.049963,2.824904,1.401409,5,2,0.299154923,0.837145065,-0.257784635,0.125264283,0.326199198,-0.080417862,-0.044342238,0.081969153,0.045418,0.540654,-0.839338,-2.517712,-3.670676,-1.643583,-0.782408,-1.000438,-1.238729,0.109910228,0.801632827,0.058658683,1.415185581,0.963009287,0.075613394,0.014446304,0.033268497,0.03441921,0.094988045,0.118436898,0.347191613,1.603520395,1.745680404,0.516515776,0.210517075,0.344235814,0,0,-1.113805784,-1.07888798,-0.206825687,0.61024674,0.143701206,0.571546862,0.326045064
1701,20604,1999,0.420425,0.973864,0.255905,4.013701,4.238465,1.607586,0.663912,1.70032,0.85037,5,2,0.244696378,0.85673654,-0.240565695,0.117439828,0.384266177,-0.12139876,-0.026081315,0.045071307,-0.027221,0.541804,-0.838375,-2.249364,-3.691218,-2.079818,-0.788542,-0.958882,-1.391591,0.066661491,0.828979293,0.057075534,1.741318053,1.093480138,0.090407093,0.022665638,0.053609953,0.036319692,0.103330819,0.114154505,0.353415159,1.688185332,1.666626067,0.519227498,0.239372973,0.329250572,0,0,-0.727316152,-0.984781998,-0.182828795,0.640863053,-0.128216027,0.366569887,-0.561459126
1702,20605,2399,0.39376,0.971173,0.266297,4.119896,5.819157,1.842604,1.788866,2.560921,1.24172,5,2,0.216864463,0.851899743,-0.280883647,0.092136115,0.384001308,-0.031082997,-0.001215007,0.068385678,-0.257563,0.54372,-0.838344,-2.4483,-4.644591,-1.997557,-1.297117,-0.78978,-1.134438,0.06983762,0.827991238,0.076630184,1.442013216,1.779147279,0.068726361,0.018357948,0.036468429,0.046183142,0.137747262,0.118585681,0.340092001,1.583044325,2.017902546,0.523109042,0.263675716,0.341218325,0,0,-1.640739893,-0.929585083,-0.08132286,0.668346412,-0.117527054,0.430014418,0.314825911
1703,20606,2799,0.413255,0.973556,0.282248,3.906616,5.177789,1.887197,1.133898,2.438773,1.712417,5,2,0.249667423,0.853734965,-0.25143939,0.09085221,0.42425722,-0.105731108,-0.003430853,0.060794505,-0.033916,0.531724,-0.846282,-2.377876,-3.570843,-2.528933,-1.154187,-1.196304,-1.180768,0.074676494,0.818285974,0.06915835,1.860117017,1.65725264,0.121262072,0.025529998,0.043414934,0.037471155,0.102178735,0.1168878,0.349035986,1.673455571,1.876140453,0.582659549,0.25366995,0.354944824,0,0,-0.938238873,-1.104442459,-0.160653007,0.607041245,0.024898647,0.052138322,-0.366879241
1704,20607,3199,0.440975,0.968858,0.210961,4.223242,5.665939,1.728917,0.645877,2.464006,0.969404,5,2,0.26573352,0.843206948,-0.259399975,0.103579127,0.359169958,-0.103500593,-0.018665907,0.054445018,-0.026795,0.530432,-0.847303,-2.297865,-3.530379,-2.091781,-0.983983,-1.153117,-1.655901,0.082168796,0.81658252,0.050487124,1.873812653,1.348783532,0.112193951,0.022306797,0.040866872,0.050248528,0.099904172,0.125386312,0.354635975,1.652994755,1.827497832,0.577055578,0.240468402,0.357473947,0,0,-1.00848556,-1.010774648,-0.205727812,0.626584589,0.023544451,0.472470638,-0.405998601
1705,20700,399,0.45297,0.989928,0.745395,3.948692,4.771667,1.654591,1.059132,1.658365,0.805464,5,11,0.2150084,0.87991302,0.309823835,0.160335955,0.56891306,-0.027012828,0.071596757,0.0229468,-0.078164,0.658435,-0.136616,-3.259553,-1.887897,-1.986877,-0.656525,-1.536083,-0.862449,0.046080867,0.831406695,0.094961733,1.704849296,0.644269041,0.373040039,0.025102273,0.048988395,0.026463969,0.122865814,0.084913489,0.247860793,1.576482149,1.147078222,0.860353371,0.255297583,0.378351559,0,0,-0.094361644,-1.194226472,0.094427632,-0.396205156,0.575340883,-0.722450707,0.332243861
1706,20701,799,0.4444,0.993141,0.823147,4.181579,3.834151,1.323701,0.876315,2.304782,1.457598,5,11,0.18943846,0.87409243,0.329652587,0.146656947,0.424101782,-0.000693815,0.01338603,0.043057112,-0.135292,0.566886,-0.106682,-3.667521,-2.08576,-2.030686,-0.519049,-1.054036,-1.466115,0.034571092,0.835698562,0.096339789,1.77492167,0.440097166,0.404277442,0.018477164,0.048071268,0.018721147,0.124721208,0.103626594,0.255604956,1.713173157,0.972668077,0.833991525,0.22640291,0.398092113,0,0,-0.137065275,-1.304642259,0.173477121,-0.567783332,0.320782935,-0.814978983,0.785839865
1707,20702,1199,0.366069,0.996536,0.815508,4.065518,4.88063,1.710324,1.3568,1.084413,1.024284,5,11,0.094702865,0.884085733,0.340407322,-0.000608998,0.389825092,-0.033674415,0.043512622,0.030599648,-0.125836,0.57829,-0.186369,-3.646099,-2.39554,-2.556117,-0.727123,-1.391524,-0.962467,0.007436852,0.883913048,0.099525888,2.193637956,0.494582751,0.490440121,0.018203543,0.040063448,0.028208062,0.109831346,0.113571969,0.262302667,1.81519303,1.013060377,0.948465431,0.251996356,0.316375773,0,0,0.416161494,-1.245958446,0.103008864,-0.434796757,0.549093098,-0.713178982,0.506198031
1708,20703,1599,0.337556,0.999769,0.829558,3.908772,3.727944,1.253108,0.717368,1.406381,1.101642,5,11,0.092849162,0.890214712,0.314268835,0.125825913,0.39790879,-0.028479408,0.01388171,0.022577275,-0.136732,0.557447,-0.196573,-3.635544,-2.210537,-2.585908,-0.472044,-1.437637,-1.317517,0.005117762,0.896887603,0.081524609,2.008988699,0.670100082,0.374843304,0.020050315,0.062228355,0.026229945,0.099506134,0.113697965,0.278454903,1.780266445,1.024989753,0.873942797,0.239780724,0.376577459,0,0,0.468298148,-1.22858043,0.117371821,-0.512572606,-0.037422423,-0.895923984,0.599714982
1709,20704,1999,0.325576,0.999705,0.833957,2.846252,4.296338,1.1802,0.862628,2.210696,1.047866,5,11,0.073450825,0.897500338,0.299435875,0.015868045,0.382505545,-0.008739195,0.014111225,0.020459685,-0.161559,0.546849,-0.247265,-3.764003,-2.072254,-2.46413,-0.700381,-1.386056,-0.535401,0.005928378,0.9103841,0.070336502,1.716894205,0.444609079,0.354654823,0.023173804,0.047955752,0.022602675,0.109012633,0.110443711,0.27493874,1.708255627,0.944510601,0.835068582,0.240242471,0.408243927,0,0,0.367175858,-1.293529755,0.162696106,-0.594792899,0.293248334,-1.040369426,0.378902707
1710,20705,2399,0.311503,0.999743,0.859325,2.726781,3.582778,1.326254,0.796443,1.939137,1.009,5,11,0.008478205,0.869855105,0.364986523,0.010741175,0.433526908,-0.033200785,0.050993135,0.058656495,-0.237233,0.500335,-0.07176,-3.948531,-2.32471,-2.324063,-0.612868,-1.215928,-0.907254,0.011793962,0.878019599,0.119728607,1.863724717,0.571491103,0.420831308,0.024892812,0.030807669,0.027850621,0.129254161,0.142731191,0.270653564,1.753289127,1.054636584,0.879202367,0.244711285,0.322904848,0,0,0.089028442,-1.13810219,0.219035781,-0.579555,0.165789899,-0.86882667,0.263626333
1711,20800,399,0.153733,0.999757,0.780747,4.083336,7.289331,3.579727,2.876603,3.816812,1.787799,5,24,-0.401412165,0.768267175,0.157546032,-0.158437115,0.792020715,-0.021421305,0.10474535,0.159271115,-0.798242,0.073109,-0.53273,-5.740186,-8.004991,-6.806921,-1.939278,-1.748067,-1.510416,0.185828105,0.736633311,0.051733048,2.250053641,2.783233513,3.044791622,0.207659854,0.205594242,0.100585435,0.254143794,0.242623022,0.317677539,2.071091646,2.156555851,2.390335982,0.671439301,0.725239494,0,0,0.361019964,-1.20513218,0.007075544,-0.465358165,-0.127171619,-0.836933461,0.039776323
1712,20801,799,0.241965,0.999133,0.766226,4.002966,7.726207,4.382769,1.673037,3.083846,1.396771,5,24,-0.379777488,0.781210165,0.145102067,-0.213489785,0.711833535,-0.050903287,0.099970358,0.15012745,-0.783597,0.019218,-0.5484,-5.452154,-5.875441,-6.172324,-1.843785,-1.131455,-1.476745,0.165156261,0.774716923,0.03849839,1.64892678,2.007887584,2.88978247,0.205329538,0.167394105,0.074266128,0.256704599,0.252700894,0.308597848,1.86715167,1.910946572,2.156622327,0.603263301,0.661386985,0,0,0.362502153,-1.510114469,0.095947765,-0.45898004,-0.089271269,-0.627508096,-0.126793285
1713,20802,1199,0.174969,0.999818,0.801286,4.618541,8.396986,5.434529,1.804164,3.590956,2.482116,5,24,-0.37133749,0.78880697,0.14361921,-0.223926033,0.69376841,-0.048461222,0.10703866,0.176984763,-0.761595,0.031446,-0.540246,-6.103152,-8.633053,-6.433982,-1.846925,-1.536772,-1.637925,0.164646863,0.792864121,0.042076804,2.623721585,2.233056412,3.116344576,0.189808999,0.185972252,0.09804985,0.235058334,0.241529321,0.3259238,2.230435228,2.19541331,2.288170768,0.639098298,0.755772747,0,0,0.32838882,-1.506327648,0.219460927,-0.486921289,-0.201465853,-0.570879955,-0.112102263
1714,20900,399,0.346947,0.999799,0.559606,4.955812,9.026886,3.688889,1.366132,1.468487,2.169897,5,4,0.004922822,0.883061015,-0.143605775,0.035190847,0.611054325,0.090638775,0.005763122,0.106034015,-0.367067,0.437427,-0.864991,-4.165611,-5.42322,-3.330451,-1.733861,-1.328146,-1.695403,0.015589545,0.909268094,0.05975242,2.250501795,1.258087945,0.588526872,0.053162986,0.05919443,0.112843267,0.159939171,0.14766375,0.390729532,2.150232836,2.067985327,1.206816361,0.423250273,0.45658499,0,0,-0.085112597,-1.513946658,-0.423476186,0.296920276,0.503116774,0.304980304,-0.100038151
1715,20901,799,0.290607,0.999949,0.614416,4.800959,6.13553,3.188549,0.946504,2.934772,1.103015,5,4,0.06171958,0.910649602,-0.177060152,-0.004345645,0.450475013,0.031873825,-0.05221191,0.128694812,-0.178201,0.577865,-0.813672,-4.10195,-3.759401,-2.69792,-1.000994,-1.202664,-1.34615,0.008746848,0.909034499,0.068880165,2.077528101,1.257185462,0.374692802,0.049412022,0.04823463,0.089704017,0.100487261,0.106002123,0.338468371,1.979157448,1.773046578,0.945037118,0.3075819,0.459241019,0,0,-0.3706592,-1.501321546,0.07478264,0.391386617,0.219833116,0.381242699,0.31043033
1716,20902,1199,0.228265,0.999994,0.449108,5.086889,8.094437,3.099966,0.988924,3.203846,1.324502,5,4,-0.04391295,0.919907693,-0.165817353,0.046161787,0.387175783,0.120339105,0.035844805,0.11651925,-0.351757,0.513408,-0.857863,-4.771974,-3.773099,-2.542905,-1.32656,-1.340434,-2.032254,0.007069788,0.918428032,0.063287085,2.695944229,1.249732064,0.414526346,0.039605003,0.080780973,0.102525801,0.118802341,0.102602201,0.316247367,2.081786206,1.984922108,0.961957761,0.336015649,0.50888928,0,0,-0.163048857,-2.043763813,-0.198339037,0.2773448,0.703163697,0.610866065,-0.390091762
1717,20903,1599,0.355156,0.99998,0.540349,5.886295,7.544812,3.016333,1.154858,2.70174,1.534951,5,4,0.060518945,0.856352067,-0.177438452,-0.061898118,0.43837839,0.02011929,-0.035447725,0.12279716,-0.167109,0.047099,-0.994299,-4.7865,-5.206489,-2.094925,-1.027651,-1.613852,-2.272676,0.009443491,0.893612939,0.085987666,3.54501498,1.340537534,0.301986765,0.037216332,0.073511388,0.160920943,0.110235552,0.22331067,0.412395487,2.366594612,2.011723209,0.899329784,0.347913288,0.495070406,0,0,-0.002967555,-2.24116218,-0.399343853,0.315942476,0.266431879,0.699996753,0.128912867
1718,20904,1999,0.361159,0.999904,0.490043,4.573797,8.822328,3.169673,1.261434,3.102626,1.369839,5,4,0.024410658,0.886441135,-0.248519602,0.075419578,0.362397312,0.138526792,0.00159619,0.13440084,-0.294608,0.509016,-0.86063,-4.110214,-4.36419,-2.378175,-1.244115,-0.90352,-2.326178,0.00864414,0.885912977,0.098608265,3.489586734,2.205623664,0.415661424,0.052540131,0.09286707,0.172120956,0.123887718,0.131097988,0.345986619,2.173910983,2.109609424,0.964932278,0.333012891,0.477783421,0,0,-0.181521494,-1.33861028,0.097567395,0.261523806,0.490087727,0.27622627,0.024547176
1719,20905,2399,0.364262,0.999942,0.506878,5.206792,6.669805,3.159559,1.063144,2.070351,1.408932,5,4,0.103867708,0.931403043,-0.09617979,-0.076722832,0.462315192,0.051030678,-0.033319595,0.09060593,-0.103678,0.67329,-0.731503,-4.934232,-4.251599,-2.033145,-1.133116,-1.354826,-1.389323,0.010552434,0.906622015,0.062280036,2.783093849,1.997474842,0.31959066,0.057526344,0.111352271,0.159925628,0.109483818,0.066458033,0.310365231,2.165478875,1.982674443,0.913013085,0.359690124,0.514756627,0,0,0.174433951,-1.12913483,-0.06485996,0.223686445,0.281699086,0.594030392,-0.114275746
1720,21000,399,0.664019,0.999574,0.421443,4.019907,4.158384,5.255234,1.609832,2.385446,1.666641,5,13,0.222248047,0.888904627,-0.116646163,-0.0007547,0.739332475,0.007107375,-0.027206082,0.109703093,-0.294924,0.477724,-0.740528,-3.528197,-5.545738,-3.252638,-1.666784,-1.548013,-1.207372,0.049484915,0.876966697,0.043757611,2.184835888,1.473191541,2.225651508,0.094684524,0.222559764,0.075481519,0.219458328,0.122792159,0.289772269,1.81375036,1.725135822,1.807402453,0.482530762,0.750684342,0,0,-0.039861965,-1.52362495,-0.166974563,0.229882959,-0.829135924,0.654885971,-0.152219478
1721,21001,799,0.865212,0.997918,0.480326,4.011456,4.936441,6.913442,1.515778,1.826405,1.507256,5,13,0.423514863,0.805792795,-0.062990245,0.174756117,0.71427974,0.141641925,-0.028865912,0.127299622,-0.120127,0.209811,-0.683102,-3.864086,-6.175043,-4.593422,-2.067683,-1.3427,-1.427337,0.191774366,0.766920552,0.035494109,1.340873248,1.573722911,2.446371248,0.099856494,0.162387594,0.046020202,0.234309727,0.190276991,0.276892064,1.541600625,1.926295805,2.201848946,0.544578515,0.630688874,0,0,-0.209299735,-1.472640054,-0.240282767,0.371937143,-0.860604907,0.701034556,-0.285633577
1722,21002,1199,0.811956,0.990696,0.432148,3.864869,6.280399,5.065953,1.373746,2.26525,1.303522,5,13,0.421064775,0.801898223,-0.10629721,0.287674775,0.66183468,0.149389307,0.003576985,0.08935577,-0.084074,0.294471,-0.762011,-2.617034,-5.968971,-3.863426,-1.426603,-1.596346,-1.181054,0.215187913,0.775971597,0.038679453,1.055691347,1.327600595,2.891052539,0.118369653,0.172622756,0.051682922,0.234173449,0.18300686,0.283634599,1.413024259,1.805014608,2.050632197,0.498885968,0.657958675,0,0,-0.353940152,-1.019258057,-0.195540224,0.362391709,-0.396652559,0.399800294,-0.037535295
1723,21100,399,0.257026,0.999925,0.229237,1.73346,2.486434,1.095831,0.36365,1.024665,0.498406,5,19,0.12273935,0.982871975,0.08323695,0.077400707,0.387003663,0.00160016,-0.03447498,0.00918545,-0.045523,0.955153,-0.145052,-1.208871,-1.031868,-1.164231,-0.640521,-0.549853,-0.37855,0.019683422,0.972141774,0.007477785,0.126904634,0.20686322,0.102026715,0.010640851,0.027456824,0.01261278,0.074626074,0.013176905,0.07906496,0.511400272,0.691775954,0.453147985,0.168461063,0.255808763,0,0,-0.444891628,-0.444318552,-0.234685305,0.239847881,0.475478266,-0.121990503,-0.536177696
1724,21101,799,0.302544,0.999993,0.211362,1.50868,2.441451,1.076324,0.371433,0.953757,0.524983,5,19,0.115259765,0.985448358,0.075843593,0.045707685,0.419130897,0.054306627,-0.02202784,0.006177297,-0.01903,0.951742,-0.09126,-1.682937,-1.036092,-1.124807,-0.456333,-0.546243,-0.389847,0.016439953,0.977304265,0.005659713,0.118023193,0.150739421,0.103082623,0.010288857,0.023745907,0.012339165,0.073967635,0.012805198,0.065066549,0.503455026,0.670503993,0.444240769,0.155103912,0.264737697,0,0,0.087137368,-0.789073695,-0.024956664,-0.056674058,0.725107079,-0.220407547,0.058247758
1725,21102,1199,0.301394,0.999961,0.248001,1.950943,2.812076,1.197326,0.389031,0.912039,0.613099,5,19,0.128954285,0.982038428,0.096996777,0.085819565,0.37435891,0.01915548,-0.032548422,0.00700489,-0.021551,0.948666,-0.070405,-1.292608,-1.108244,-1.101948,-0.62198,-0.552847,-0.420778,0.022135083,0.967864411,0.008420086,0.100059647,0.17192781,0.108199317,0.009706318,0.024427227,0.010152669,0.073204803,0.013820844,0.063384311,0.49506213,0.781673703,0.455527645,0.152978594,0.247568546,0,0,-0.208562637,-0.594713313,0.227610062,0.294858102,0.81180057,0.008544547,-0.364743758
1726,21103,1599,0.252165,0.999969,0.24159,2.18315,2.680438,1.207583,0.330125,0.905592,0.510126,5,19,0.122431983,0.983584753,0.090302387,0.050472295,0.37274881,0.031947425,-0.031187743,0.006310255,-0.007716,0.955395,-0.048344,-1.458735,-0.97965,-1.053835,-0.604905,-0.402654,-0.489872,0.018956534,0.969844827,0.005997392,0.087722735,0.18521017,0.080160494,0.008833278,0.026653666,0.008024664,0.071296537,0.013015819,0.064574432,0.513275759,0.714602207,0.445301007,0.151477995,0.249606445,0,0,-0.232391825,-0.308756166,0.293461372,0.121001005,1.059447501,0.00331676,-0.534492646
1727,21104,1999,0.267843,0.999635,0.288821,1.764387,3.11238,1.191202,0.398398,0.913421,0.536163,5,19,0.114561868,0.980814627,0.121997918,0.06925245,0.366207002,0.0287822,-0.027571638,0.006870573,-0.053014,0.948883,0.005707,-1.728194,-1.197076,-1.065412,-0.6818,-0.506313,-0.474366,0.018045892,0.964888743,0.013096825,0.085374122,0.199125478,0.102188366,0.006931814,0.027973735,0.008314432,0.07753842,0.013254104,0.061700963,0.472504642,0.784981386,0.451677295,0.148704055,0.263523465,0,0,-0.366079587,-0.500139501,0.603689774,0.25152778,0.973354668,-0.084237548,-0.561518799
1728,21105,2399,0.249737,0.999535,0.279848,1.889367,2.924815,1.030156,0.471245,0.855066,0.521692,5,19,0.118750128,0.9827489,0.105249688,0.05104667,0.39372982,0.028364045,-0.02281524,0.00777824,-0.007895,0.946711,-0.040658,-1.974049,-1.064039,-0.955096,-0.553871,-0.539398,-0.412503,0.016224163,0.970614114,0.007966658,0.100953193,0.177382918,0.0904965,0.008124162,0.028935177,0.007169101,0.068406751,0.013608985,0.064369133,0.489179249,0.742856238,0.427339373,0.155116334,0.258527389,0,0,-0.139551903,-0.644812344,0.452378416,-0.175973286,0.928859336,0.013376317,-0.361484439
1729,21106,2799,0.274614,0.999886,0.267894,1.664357,2.706772,1.10927,0.391569,0.920469,0.453457,5,19,0.13540863,0.98086095,0.105102935,0.068752643,0.406095923,0.04182641,-0.041065485,0.003417583,0.000669,0.949771,-0.000725,-1.588661,-0.964292,-0.940394,-0.616987,-0.632793,-0.366407,0.023324931,0.964946693,0.01095738,0.075691473,0.228276346,0.082649067,0.008562708,0.019184791,0.009275425,0.077070558,0.012844879,0.049034875,0.470775818,0.6913511,0.444322393,0.156690601,0.244592619,0,0,-0.264833411,-0.392376003,0.4317553,-0.216720513,0.703347853,0.146375601,-0.629454059
1730,21107,3199,0.303329,0.999956,0.263912,1.459426,2.725768,1.021881,0.306323,0.950603,0.467101,5,19,0.116881313,0.98125986,0.118533095,0.072824227,0.36027307,0.017095255,-0.02352087,0.012269442,-0.035601,0.949574,-0.037081,-1.769038,-0.978612,-1.003208,-0.486105,-0.372444,-0.460288,0.017231552,0.967850634,0.013873503,0.096520076,0.161750578,0.080349573,0.005950297,0.0227604,0.008977278,0.077328987,0.013195671,0.056873299,0.501860005,0.723733028,0.41876804,0.130608218,0.244597701,0,0,-0.032841532,-0.54328916,0.207001509,-0.482314379,0.900006296,0.050706592,-0.173438301
1731,21200,399,0.488838,0.977147,0.309065,3.960687,6.548586,2.47201,0.64767,1.537729,1.226865,5,1,0.333011523,0.857366073,-0.19393764,0.220269992,0.746325228,-0.000107958,-0.015946695,0.0333317,-0.023142,0.349972,-0.936739,-3.594113,-3.980208,-1.917484,-1.384081,-0.913081,-1.115685,0.11830573,0.791991449,0.047040612,1.137979619,1.46543514,0.222935067,0.022439346,0.03453001,0.022801006,0.091673085,0.112514936,0.309262224,1.524133139,1.947552321,0.766631741,0.252789122,0.318663635,0,0,-1.354844938,-2.128365675,-0.386443969,0.439024714,0.095242181,0.913695189,-0.524863044
1732,21201,799,0.553827,0.973459,0.292152,5.282386,5.007358,2.346653,0.789502,1.635658,0.87975,5,1,0.369302783,0.787950308,-0.275851702,0.211059755,0.413634452,0.000347585,0.002614665,0.063133467,0.006006,0.287245,-0.95749,-2.83712,-4.654757,-1.510543,-1.236086,-0.475307,-1.467642,0.160189458,0.724022133,0.053456792,0.893423072,0.995840411,0.299700572,0.024198327,0.04150761,0.042101303,0.132897217,0.167804004,0.348214583,1.534898193,1.988229669,0.810057625,0.2848942,0.333870465,0,0,-1.331371612,-1.511775557,-0.416743928,0.586282545,0.09970784,0.663109449,-0.077078036
1733,21202,1199,0.545213,0.977402,0.386483,4.209995,5.11343,2.348297,0.823814,1.567037,0.802498,5,1,0.380064468,0.853502162,-0.16689489,0.241630992,0.390185268,0.025914182,0.006868342,0.048872638,0.208613,0.571915,-0.728879,-2.535206,-4.508074,-1.250194,-0.701431,-0.656211,-0.727028,0.147976012,0.782082929,0.03040367,0.714235119,1.428403058,0.248883062,0.019109398,0.025983966,0.018045058,0.079129824,0.098744211,0.288908113,1.372534988,1.818353979,0.81202816,0.224039398,0.271628725,0,0,-0.233851332,-0.901475818,-0.272972682,0.64490981,0.100011188,1.113278382,-0.225520788
1734,21203,1599,0.533272,0.971133,0.231944,2.819838,5.133799,2.859479,0.571742,1.075979,0.908621,5,1,0.396195672,0.836542227,-0.221489065,0.157420402,0.386803205,0.017528665,-0.028015345,0.045836493,0.230593,0.593955,-0.746319,-2.470384,-5.383299,-1.736271,-0.998916,-0.441441,-0.81872,0.160091142,0.753365352,0.036329744,0.747018343,0.976925335,0.225806964,0.015144284,0.025000098,0.019292288,0.07161229,0.100777756,0.281283105,1.26704683,1.862330502,0.783835338,0.204326147,0.270298439,0,0,-0.163365443,-0.825764842,-0.280807026,0.437252562,-0.087319982,1.159719754,-0.271064289
